# Single SKU Max Power Table for CE(2.4G) FCC(5G)
#    |CCK 1~11 | |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                 |
ch1  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch2  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch3  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch4  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch5  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch6  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch7  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch8  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch9  11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch10 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch12 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch13 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch14 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12

#   FDM 6 ~ 54              | |                       HT20 MCS 0 ~ 15       | |                   HT40 MCS 0 ~ 15           | |     VHT80 MCS 0 ~ 9       |
ch36  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12 
ch38  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12 
ch40  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12 
ch42  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12 
ch44  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12 
ch46  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12 
ch48  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12 
ch52  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch54  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch56  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch58  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch60  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch62  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch64  17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch100 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch102 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch104 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch106 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch108 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch110 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch112 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch116 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch118 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch120 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch122 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch124 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch126 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch128 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch132 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch134 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch136 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch140 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch149 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 12 12 12 12 12 12
ch151 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 16 16 16 16 14 14 13 13 16 16 16 16 14 14 13 13 12 12 12 12 12 12 12 12 12 12
ch153 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 16 16 16 16 14 14 13 13 16 16 16 16 14 14 13 13 12 12 12 12 12 12 12 12 12 12
ch155 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 16 16 16 16 14 14 13 13 16 16 16 16 14 14 13 13 15 15 15 15 13 13 13 13 12 12
ch157 17 17 17 17 16 16 15 15 17 17 17 17 15 15 14 14 17 17 17 17 15 15 14 14 16 16 16 16 14 14 13 13 16 16 16 16 14 14 13 13 15 15 15 15 13 13 13 13 12 12
